sound,rule,binomials,structure,predicted_order,binomials2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_4.keys,key_resp_4.rt,rating_2.response,rating_2.rt,rating_5.response,rating_5.rt,date,frameRate,expName,session,participant
,,,,,,,,,,,,,,space,7.4821222439,,,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\resteacresteact.wav,FCN,resteac and resteact            resteact and resteac,conj,L,,0,0,0,58,,,,,,,2,13.214,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\steloatsteloam.wav,FS,steloat and steloam           steloam and steloat,conj,L,,0,1,1,18,,,,,,,3,7.705,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\spettysetty.wav,ICN,spetty and setty                  setty and spetty,conj,R,,0,2,2,45,,,,,,,1,5.161,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\loskylesky.wav,VQ,losky and lesky                   lesky and losky,conj,R,,0,3,3,29,,,,,,,5,5.731,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fullsyfoolsy.wav,VL,fullsy and foolsy                    foolsy and fullsy,conj,L,,0,4,4,37,,,,,,,6,5.683,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\feckinfreckin.wav,ICN,feckin-freckin              freckin-feckin,red,L,,0,5,5,44,,,,,,,6,7.492,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\horketnorket.wav,IS,horkit-norkit                norkit-horkit,red,L,,0,6,6,2,,,,,,,5,8.36,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\redoolredoob.wav,FS,redool and redoob       redoob and redool,conj,R,,0,7,7,15,,,,,,,6,8.107,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\miscottmiscon.wav,FS,miscott-miscon          miscon-miscott,red,L,,0,8,8,14,,,,,,,1,8.384,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\lantiesvanties.wav,IS,lanties and vanties               vanties and lanties,conj,L,,0,9,9,6,,,,,,,6,7.418,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\seroapseroapt.wav,FCN,seroap-seroapt          seroapt-seroap,red,L,,0,10,10,50,,,,,,,1,6.134,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\restellresteg.wav,FS,restell-resteg              resteg-restell,red,R,,0,11,11,11,,,,,,,5,6.684,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\guskingluskin.wav,ICN,guskin-gluskin            gluskin-guskin,red,L,,0,12,12,42,,,,,,,4,5.743,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\deriptderip.wav,FCN,deript and derip                   derip and deript,conj,R,,0,13,13,57,,,,,,,6,6.076,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\spoolkyspullky.wav,VL,spoolky and spullky              spullky and spoolky,conj,R,,0,14,14,35,,,,,,,4,6.569,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\plengsterpengster.wav,ICN,plenster and penster            penster and plenster,conj,R,,0,15,15,47,,,,,,,5,6.743,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\sigglestiggle.wav,ICN,siggle and stiggle                stiggle and siggle,conj,L,,0,16,16,46,,,,,,,1,7.01,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\clazzipclizzip.wav,VQ,clazzip-clizzip               clizzip-clazzip,red,R,,0,17,17,22,,,,,,,6,4.877,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\hestamhestad.wav,FS,hestam and hestad            hestad and hestam,conj,R,,0,18,18,17,,,,,,,4,8.724,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\pleefterplifter.wav,VL,pleefter and plifter                 plifter and pleefter,conj,R,,0,19,19,36,,,,,,,6,4.71,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\pichoogpichoon.wav,FS,pichoog and pichoon          pichoon and pichoog,conj,L,,0,20,20,16,,,,,,,5,6.031,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\stockelsteckel.wav,VQ,stockel and steckel             steckel and stockel,conj,R,,0,21,21,25,,,,,,,4,12.029,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\beroapberoapt.wav,FCN,beroap-beroapt          beroapt-beroap,red,L,,0,22,22,52,,,,,,,4,6.135,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\loogleboogle.wav,IS,loogle-boogle              boogle-loogle,red,L,,0,23,23,0,,,,,,,6,4.436,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\rizeptrizep.wav,FCN,rizept and rizep                   rizep and rizept,conj,R,,0,24,24,55,,,,,,,6,5.7,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\sponersoner.wav,ICN,sponer-soner              soner-sponer,red,R,,0,25,25,41,,,,,,,2,7.31,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\ristyreasty.wav,VL,risty-reasty                 reasty-risty,red,L,,0,26,26,34,,,,,,,5,5.295,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\cleesty-clisty.wav,VL,cleesty-clisty              clisty-cleesty,red,R,,0,27,27,32,,,,,,,5,5.939,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fibsterfeabster.wav,VL,fibster and feabster               feabster and fibster,conj,L,,0,28,28,38,,,,,,,6,4.503,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\repooctrepooc.wav,FCN,repooct-repooc          repooc-repooct,red,R,,0,29,29,51,,,,,,,2,6.199,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fedooptfedoop.wav,FCN,fedoopt-fedoop           fedoop-fedoopt,red,R,,0,30,30,53,,,,,,,6,6.525,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\booteecboteect.wav,FCN,boteec and boteect              boteect and boteec,conj,L,,0,31,31,56,,,,,,,1,10.46,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\beetowbreetow.wav,ICN,beetow and breetow             breetow and beetow,conj,L,,0,32,32,48,,,,,,,6,5.598,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\befoolpbefulp.wav,VL,befoolp and befulp                 befulp and befoolp,conj,R,,0,33,33,39,,,,,,,2,6.945,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\tefoiltefoig.wav,FS,tefoil and tefoig                  tefoig and tefoil,conj,R,,0,34,34,19,,,,,,,6,7.83,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\poolsterpullster.wav,VL,poolster-pullster          pullster-poolster,red,R,,0,35,35,31,,,,,,,6,5.236,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\rebamrebat.wav,FS,rebam-rebat               rebat-rebam,red,R,,0,36,36,13,,,,,,,4,7.11,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\rigsterragster.wav,VQ,rigster and ragster                ragster and rigster,conj,L,,0,37,37,28,,,,,,,3,5.792,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\bepleckbeplock.wav,VQ,bepleck and beplock            beplock and bepleck,conj,L,,0,38,38,27,,,,,,,1,6.116,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\lishooclishoon.wav,FS,lishooc-lishoon           lishoon-lishooc,red,L,,0,39,39,12,,,,,,,1,6.044,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\bockelbeckel.wav,VQ,bockel-beckel                beckel-bockel,red,R,,0,40,40,21,,,,,,,3,6.469,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\lisketlasket.wav,VQ,lisket-lasket                  lasket-lisket,red,L,,0,41,41,20,,,,,,,3,4.586,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\vertylerty.wav,IS,verty-lerty                   lerty-verty,red,R,,0,42,42,1,,,,,,,6,4.223,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\bickeshbickel.wav,FS,bickesh-bickell           bickell-bickesh,red,L,,0,43,43,10,,,,,,,4,5.957,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\yoglitstoglits.wav,IS,yoglits and toglits                toglits and yoglits,conj,L,,0,44,44,8,,,,,,,3,7.939,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\biscowwiscow.wav,IS,biscow and wiscow              wiscow and biscow,conj,R,,0,45,45,9,,,,,,,6,4.763,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\listerleaster.wav,VL,lister-leaster               leaster-lister,red,L,,0,46,46,30,,,,,,,2,6.485,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\deckeldockel.wav,VQ,deckel-dockel                dockel-deckel,red,L,,0,47,47,23,,,,,,,2,6.472,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\bullgorboolgor.wav,VL,bullgor-boolgor            boolgor-bullgor,red,L,,0,48,48,33,,,,,,,1,5.408,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\teskerresker.wav,IS,            tesker and resker               resker and tesker                 ,conj,R,,0,49,49,7,,,,,,,5,6.273,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\neasterheaster.wav,IS,neaster and heaster             heaster and neaster,conj,R,,0,50,50,5,,,,,,,2,5.282,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\lomickgomick.wav,IS,lomick-gomick            gomick-lomick,red,L,,0,51,51,4,,,,,,,6,4.712,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\revidrevad.wav,VQ,revid-revad                     revad-revid,red,L,,0,52,52,24,,,,,,,1,7.283,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\linooctlinooc.wav,FCN,linooct and linooc                linooc and linooct,conj,R,,0,53,53,59,,,,,,,5,6.636,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\sladvinslidvin.wav,VQ,sladvin and slidvin                slidvin and sladvin,conj,R,,0,54,54,26,,,,,,,6,4.75,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\kizzykrizzy.wav,ICN,kizzy-krizzy               krizzy-kizzy,red,L,,0,55,55,40,,,,,,,2,6.141,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\deefelheefel.wav,IS,deefel-heefel               heefel-deefel,red,R,,0,56,56,3,,,,,,,5,5.243,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\revecrevect.wav,FCN,revec-revect               revect-revec,red,L,,0,57,57,54,,,,,,,2,8.896,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\plibsterpibster.wav,ICN,plibster and pibster              pibster and plibster,conj,R,,0,58,58,49,,,,,,,6,4.701,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\croosetcooset.wav,ICN,crooset-cooset           cooset-crooset,red,R,,0,59,59,43,,,,,,,3,7.075,,,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\tipothtapoth.wav,ICN/Q,,conj,L,tipoth and tapoth                     tipoth and tripoth,,,,,0,0,0,28,,,,,1,5.192,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\bipretblipret.wav,ICN/Q,,red,R,bipret-blipret                 bipret-bapret,,,,,0,1,1,22,,,,,6,4.89,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\seskykesky.wav,IS/ICN,,conj,L,sesky and kesky                    sesky and slesky ,,,,,0,2,2,35,,,,,2,5.533,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\ditlendatlen.wav,ICN/Q,,conj,L,         ditlen and datlen                     ditlen and dritlen           ,,,,,0,3,3,26,,,,,2,8.054,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\berickbereack.wav,Q/L,,red,R,berick-bereek              berick-berook,,,,,0,4,4,4,,,,,1,6.101,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\kerishklerish.wav,ICN/Q,,red,R,kerish-klerish                kerish-korish,,,,,0,5,5,21,,,,,1,5.742,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fipothflipoth.wav,IS/ICN,,conj,R,fipoth and flipoth                      fipoth and dipoth,,,,,0,6,6,36,,,,,4,8.22,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\deblicdreblic.wav,ICN/Q,,conj,R,deblic and dreblic                    deblic and doblic,,,,,0,7,7,25,,,,,2,8.949,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\teckletackle.wav,ICN/Q,,red,L,teckil-tockil                   teckil-treckil,,,,,0,8,8,23,,,,,2,5.906,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\liknepleeknep.wav,Q/L,,red,R,liknep-leeknep             liknep-looknep,,,,,0,9,9,2,,,,,5,9.984,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\secklesteckle.wav,IS/ICN,,red,R,seckil-steckil               seckil-beckil,,,,,0,10,10,32,,,,,2,4.653,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\kettipkrettip.wav,ICN/Q,,conj,R,kettip and krettip                     kettip and kottip,,,,,0,11,11,27,,,,,1,6.933,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\filkyfealky.wav,Q/L,,red,R,filky-fealky                  filky-fulky,,,,,0,12,12,0,,,,,6,5.492,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fiplyfaply.wav,IS/Q,,red,R,fiply-faply                       fiply-biply,,,,,0,13,13,10,,,,,3,9.784,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\feckildeckil.wav,IS/Q,,red,L,feckil-deckil                   feckil-fockil,,,,,0,14,14,11,,,,,2,5.311,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\diplerdoopler.wav,Q/L,,conj,L,dipler and doopler                  dipler and deepler,,,,,0,15,15,9,,,,,6,5.268,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\nicketnucket.wav,Q/L,,red,L,nicket-nooket              nicket-neeket,,,,,0,16,16,3,,,,,2,6.602,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\settipgettip.wav,IS/ICN,,conj,L,settip and gettip                      settip and slettip,,,,,0,17,17,37,,,,,1,5.468,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\filgerfeelger.wav,Q/L,,conj,R,filger and feelger                    filger and fulger,,,,,0,18,18,8,,,,,6,6.152,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\sitlenpitlen.wav,IS/Q,,conj,L,sitlen and pitlen                      sitlen and satlen,,,,,0,19,19,16,,,,,3,7.335,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\sipretsapret.wav,IS/Q,,red,R,sipret-sapret                  sipret-dipret,,,,,0,20,20,12,,,,,1,5.349,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\tiglowtaglow.wav,ICN/Q,,red,L,tiglow-taglow                 tiglow-triglow,,,,,0,21,21,20,,,,,6,5.195,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\vickervooker.wav,Q/L,,conj,L,vicker and voocker                 vicker and veecker,,,,,0,22,22,5,,,,,3,7.348,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\feblickeblic.wav,IS/Q,,conj,L,feblic and keblic                      feblic and foblic,,,,,0,23,23,15,,,,,3,8.63,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fitlenfritlen.wav,IS/ICN,,conj,R,fitlen and fritlen                        fitlen and kitlen   ,,,,,0,24,24,38,,,,,5,6.837,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\siply-tiply.wav,IS/ICN,,red,L,siply-tiply                     siply-sliply,,,,,0,25,25,33,,,,,6,5.829,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\feskytesky.wav,IS/Q,,conj,L,fesky and tesky                      fesky and fosky,,,,,0,26,26,19,,,,,3,8.599,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\feblicteblic.wav,IS/ICN,,conj,L,feblic and teblic                       feblic and fleblic ,,,,,0,27,27,39,,,,,2,6.119,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\sipothbipoth.wav,IS/Q,,conj,L,          sipoth and bipoth                 sipoth and sapoth                    ,,,,,0,28,28,18,,,,,1,5.663,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\kiplykriply.wav,ICN/Q,,red,R,kiply-kriply                    kiply-kaply,,,,,0,29,29,24,,,,,2,7.687,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\bilnerbulner.wav,Q/L,,red,L,bilner-bullner               bilner-bealner,,,,,0,30,30,1,,,,,1,5.366,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fiprettipret.wav,IS/ICN,,red,L,          fipret-tipret                   fipret-flipret                   ,,,,,0,31,31,31,,,,,3,7.842,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\figlowfliglow.wav,IS/ICN,,red,R,           figlow-fliglow                      figlow-biglow                               ,,,,,0,32,32,34,,,,,6,6.172,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\shicketshucket.wav,Q/L,,conj,L,shicket and shucket              shicket and sheecket,,,,,0,33,33,7,,,,,2,7.308,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\serishderish.wav,IS/Q,,red,L,serish-derish                  serish-sorish,,,,,0,34,34,13,,,,,1,4.864,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\cabickcabeeck.wav,Q/L,,conj,R,cabick  and cabeek               cabick and cabook,,,,,0,35,35,6,,,,,3,7.537,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\ferishflerish.wav,IS/ICN,,red,R,ferish-flerish                 ferish-terish,,,,,0,36,36,30,,,,,5,5.859,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\fettipfottip.wav,IS/Q,,conj,R,fettip and fottip                        fettip and bettip,,,,,0,37,37,17,,,,,3,7.387,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\siglowsaglow.wav,IS/Q,,red,R,siglow-saglow                siglow-kiglow,,,,,0,38,38,14,,,,,1,6.079,2016_Feb_17_1407,32.0397609553,binomials,1,r116
C:\Users\viola\Desktop\ENG_GHM\geskyglesky.wav,ICN/Q,,conj,R,gesky and glesky                    gesky and gosky,,,,,0,39,39,29,,,,,2,6.589,2016_Feb_17_1407,32.0397609553,binomials,1,r116
